"score","review","writer","datetime"
"1","개노잼 ㅆㄴㅈ 스토리 구림  ","rnjs****","2019.07.07 01:13"
"6","뭔 쫄쫄이 한벌입고 총알만발을 피해버리네 적당히 판타지여야지 ㅋㅋ  ","stu12(dlag****)","2019.07.04 11:53"
"1","솔직히 재미없다. 18세 이하 물이네.  ","이상현(lsh8****)","2019.07.04 22:13"
"1","슬슬 마블도 끝물이구나...  ","dark****","2019.07.04 13:22"
"3","아무리 영화라지만...  ","퀘이크(ii55****)","2019.07.04 12:03"
"2","1편은 소소하게 재밌었는데2편은 화려하긴하지만 일단 여주가 너무 매력이 없고, 흑인 선생 자꾸 재미없는 드립치고, 스토리가 뚝뚝 끊기는 느낌이라 전반적으로 너무 재미없었습니다  ","아비가(abig****)","2019.07.04 03:50"
"4","청소년 성장일기를 보는듯한?? 생각보다 재미없어서 깜짝 놀랐어요.  ","라라라(gusd****)","2019.07.05 11:50"
"5","재미없다는건 아니지만 알라딘이 더 기억에 남습니다.  ","쥴리(jull****)","2019.07.05 02:06"
"4","토비의 스파이더맨을 기억하는 팬들은 아마 나처럼 실망했을듯...거대한 어벤져스의 쿠키영상을 두시간 보다 나온 느낌  ","굿보이(ilho****)","2019.07.04 13:40"
"5","나만 재미없었나... 환영 전투 씬은 괜찮았는데 뭔가 느낌이 없음. 유치한 요소도 너무 많고 걍 소니했다 느낌  ","rlad****","2019.07.04 11:09"
"2","여주인공...;;스토리....;;  ","하이루(rlaz****)","2019.07.04 03:34"
"2","마블  영화     아니야       재미      젖또   업어  ","mepo****","2019.07.04 12:31"
"6","스파이더맨이 너무 답답함 스케일도 확 줄어들고 cg는 볼만함  ","ssj0****","2019.07.02 18:00"
"9","“엔드게임”에서 정점을 찍은 MCU에다가, 이미 하도 영화가 많이 나와서 사골을 우리다 못해 썩어문들어지는 “스파이더맨”을 또 이렇게 완벽하게 살려내는 마블 당신은 도대채...  ","밍큐(augu****)","2019.07.03 13:45"
"10","1영화 2커플은 반칙이지  ","팩폭(doct****)","2019.07.02 20:27"
"10","관람객히어로의 내적 갈등과 풀어내는 드라마액션코미디 요소앞으로 이야기에 대한 떡밥모든것이 좋았다  ","Jaehartist(catd****)","2019.07.02 13:33"
"4","다음 시리즈를 염두에둔 너무 무리한 스파이더맨 키우기. 조금 억지 스럽고 어색한 하이틴 영화  ","juky****","2019.07.08 09:28"
"4","초딩전용 초딩들도 유치하다 느꼈을듯  ","seap****","2019.07.07 10:27"
"6","팬심 빼고 보면 탄탄한 구성이 전작보다 못하고 흐름이 계속 끊어져 딴 생각을 하게된다. 가장 신선한 부분도 공포 시리즈 나이트메어나 한드 알함브라 궁전의 추억을 떠올리게 한다.  ","frie****","2019.07.07 04:48"
"10","중간에 영상효과가 장난아님 나도 속을뻔함  ","Zerotreeone(slzl****)","2019.07.03 20:55"
"4","유치하고 오글거리고 아들때문에 억지로 봤네요시간 때우기 용  ","송진숙(frie****)","2019.07.07 10:09"
"2","개인적으로 저스티스리그랑 비교될 정도네요. 졸음을 참을수가 없었네요.  ","hell****","2019.07.07 00:05"
"2","스파이더맨 시리즈중 최악임 스토리도 뻔하고 개연성도 없으면서 결론마저 뻔함  ","쁘띠거니(ghrh****)","2019.07.06 02:38"
"6","솔직히 기대이하입니다. 약간 유치하고 예전 스파이더맨이 훨씬 재밋음  ","ㅎㅎ흐흐(read****)","2019.07.04 13:51"
"8","난 그다지 재미있지 않았음  ","mr01****","2019.07.03 02:20"
"2","기대이하 ㅠㅠ 아이들 수학여행편  ","하송(haso****)","2019.07.07 10:42"
"1","노잼.. 너무 스토리가 어수룩함..  ","lok5****","2019.07.06 15:52"
"6","지루해서죽는줄 영화값아까워써참고봤다  ","kim9****","2019.07.05 11:04"
"6","마블영화 보다가 졸은적은 처음, 재미없음  ","진짜사나이(samb****)","2019.07.05 09:54"
"4","나만 노잼인가..? 액션도 그렇고 내용도 그렇고 왜들 재밌다하는지 모르겠네  ","마띠에르(mati****)","2019.07.05 01:17"
"2","유치하고 재미없다..주인공도  그렇고  볼만한 장면도 그닥  ","달란트(pem4****)","2019.07.04 18:32"
"1","이시리즈 진짜 개재미없음 주인공이랑 영화 분위기도 그렇고 여자도 그렇고 스토리도 넘 별로 걍 다별로,,,  ","가나다라마바사(moho****)","2019.07.07 15:27"
"1","개노잼이네; 마블 댓글까지 조작하냐? 이게 재밌다고? 초딩 망상도 이것보단 나을 것 같은 스토리에 돈만 쳐발라놨네  ","muse****","2019.07.05 20:33"
"10","스파이디가 사랑받을 수 밖에 없는 이유를 보여주는 영화.  ","테라(b1ac****)","2019.07.02 09:58"
"2","개인적인 입장에서 스파이더맨  시리즈중에 제일 재미없었습니다 지루하고  ","조장풍(bbag****)","2019.07.04 01:03"
"4","흐으음.. 보통 마블 영화 재밌게 보는데, 이번엔 별로였습니다. 빌런은 귀엽고. 서사는 유치하고. 스파이더맨은 멍청하고. 블립 사건은 가벼이 다뤄지고 있고.. 엔드게임 바로 다음 영화이면서 이 페이즈를 마무리하는 영화라기엔 부족함이 너무나도 큽니다.  ","잡생각쟁이(pig9****)","2019.07.03 13:46"
"10","그냥 마블..존잼이다,,  ","준토리(lego****)","2019.07.02 09:18"
"4","멀티버스가아닌 유럽투어 관광버스 일회성악역 미스테리오보다 매력없는 스파이더맨이아이언맨의 뒤를이어 마블시리즈를 이끌수있을까?어벤져스와 캡틴마블등 다른시리즈와 연결성만 강조하다보니 스파이더맨 그자체는 죽어버렸다. 토비맥과이어가 그리워진다  ","촌철살인(matt****)","2019.07.02 23:46"
"1","툭툭 던지는 개그는 재밌음. 다만 집중이 안될정도로 연출이 허접함. 개연성도 밥말아먹었고. 소재가 너무 아까웠다. 7점 수준인데 평균을 맞추기 위해 1점 드립니다  ","JohnLemon(tghy****)","2019.07.05 03:47"
"3","스토리나 여러모로 허무하고 예측이 가능했던 아쉬웠던 영화. 재미는 있었으나 스토리가 전반적으로 훅훅 뛰어넘는 듯 하며 닉퓨리가 속는 것도 갠적으로는 허무했으며 보스가 죽는 것도 허무하고 여러모로 아쉬웠던 영화...재미는 있었으나 돈주고 보기는 좀 아쉽  ","Slype(aneh****)","2019.07.08 11:10"
"1","영화가 아니라 드라마를 보는 느낌...  ","옥이성(ngot****)","2019.07.07 10:28"
"7","뭐 좋긴 한데.. 좀 안타깝네 영화가 너무 뻔한느낌.. 그리고 아무리 좋게 넘어가려 해도 불똥, 번개 등은 연출이 불가능한데;;  ","택배요원(5raj****)","2019.07.07 06:22"
"2","소니픽쳐스 불매운동은 자발적  ","주바리아(shym****)","2019.07.07 00:23"
"10","오이오이 소니픽쳐스 라구, 불매안하니? ㅋㅋ  ","kmc7****","2019.07.06 05:22"
"10","관람객모든 곳에 토니 스타크의 흔적이 있다..  ","으익ㅋㅋ(secr****)","2019.07.04 07:40"
"10","어디까지가 상상이고 어디까지가 현실인가  ","건우(rjsd****)","2019.07.02 19:50"
"1","아이언맨4나 만들어라  ","수박맛보신탕(east****)","2019.07.08 11:00"
"4","틴에이저 유머로 가득...여주는 너무 안이쁘고 ㅜㅜ...막강하다던 불괴물은 소형관람차 하나에 집착하다가 소멸...어벤져스랑 퀄이 너무 차이난다..루소는 루소인가  ","어질어질(jino****)","2019.07.07 16:00"
"1","스파이더맨은 토비뿐이다.. 진짜  ","주형(leej****)","2019.07.07 11:43"
"2","CG좋고 스토리 반전매력이긴한데 스토리 과정이 너무 지루했다진정 재밌는 액션은 마지막 20분정도인듯나머지는 지루하지 않게 자는사람 깨우는 정도의 액션 당연히 보는 사람에따라 재미도가 틀리니 아들이랑 와이프는 완전 재밌다고하네요  ","시리우스(kh85****)","2019.07.07 01:51"
"10","이 영화보면 일본으로 수익가죠?  ","지브리(ydg_****)","2019.07.06 07:08"
"5","생각보다 몰입도가 떨어지고 중구난방으로 벌어지는 악당과의 대결 중간에 졸렸고 잘 날아다닌다 그러나 스파이더맨 자체는 좋다  ","팔빈(tomm****)","2019.07.05 20:15"
"10","진짜 이게 영화지ㅎㅎㅎ  ","낫나남(boys****)","2019.07.03 10:27"
"10","솔직히 마블빠들 이해 못했는데 어벤져스3에 이어서 이번 스파이더맨 이 후로 입덕했다....  ","김구의득템(1kim****)","2019.07.03 00:26"
"1","재미없습니다~~~~  ","그리링투(tpql****)","2019.07.08 07:48"
"1","352만은 무슨 352명 이겠지  ","정지훈(tolo****)","2019.07.07 22:32"
"1","알바들의향연중반부까지 극노잼이었고 후반부에는 노잼  ","꿀딩(zkaw****)","2019.07.07 00:19"
"1","사람마다 호불호가 크게 갈릴 것 같네요.전 개인적으로 별로였어요액션신도 화려하다기보단 정신없는 편에 가까웠고, 이디스도 좀 많이 억지스러웠던 것 같습니다..  ","미르(sdf1****)","2019.07.06 18:16"
"5","전개 지루 액션 볼만함 이걸 극장까지 가서 본다? 그정도 급은 아님  ","sail****","2019.07.05 11:54"
"6","관람객너무 기대했는지 생각보다 지루했다..  ","DIny(diny****)","2019.07.05 11:26"
"2","개노잼임진심레알트루  ","표성호(ewaa****)","2019.07.04 13:56"
"4","철없는 애 성장기?  중간에 나오고싶은거 참고 봤음  ","mino****","2019.07.07 07:28"
"1","일부러 주말에 황금시간대에이영화를 보는 사람들은 날과 시간을 평일 저녁으로 바꾸길 바란다..초심을 잃은 마블..관심 수준을 너무 낮게 본듯..  ","bosansk(tsto****)","2019.07.07 00:00"
"2","재미없는 구식 미국개그하고 드론 환각을 이용한 사기공격이 신박했지만 실망스러웠음  ","디오니(rnjs****)","2019.07.05 11:25"
"2","소닉빅처스 다케시마 찬양하냐 너그들이 일본에 돈줄때 일본은 우리나라 장난아니게 망가뜨리고있다. 정신들 차려라  ","prid****","2019.07.05 00:00"
"4","성장에만 집중한 나머지, 스파이더맨의 새로운 활약은 온데간데없어 MCU의 솔로무비인지 의심되는 것이 <엔드게임>의 부담감때문만일까?  ","LALA1018(eric****)","2019.07.04 00:45"
"5","스파이더맨과 드론의 싸움  ","박소희(sh08****)","2019.07.03 00:06"
"1","너무별로였어요....난데없는 미스테리오...Mj매력 1도 모르겠고....로버트 다우니 주니어 빈자리만 느낀 영화.지금까지 스파이더맨 시리즈 중에가장 별로...  ","Gracy(joon****)","2019.07.08 00:09"
"2","하...이건진짜아니다 이게 평점9점?  ","공깃밥(byet****)","2019.07.07 00:14"
"4","기대가 큰 만큼 실망도 큰법? 정신사납고 스토리 연결도 별로임? 평점이 왜좋은지 몰것네ㅡㅡ  ","바비헌터(aerz****)","2019.07.05 21:03"
"6","진심으로 이게 지리는 영화라 생각하는건가?  ","윤보아(yunb****)","2019.07.05 02:18"
"1","내 생에 마지막 마블영화  ","kang****","2019.07.04 20:43"
"6","솔찍히 유치했다   눈높이가 높아진건가  ","jiyo****","2019.07.04 22:51"
"1","스파이더맨은 토비 맥과이어를 따라갈 수 없다..  ","hoth****","2019.07.04 00:40"
"1","번외편 같았다. 지루함, 뭔가 어거지로 이야기를 만든 느낌이다., 유치함.. 액션씬만 재밌었다.  ","KIHO(qqpp****)","2019.07.04 13:22"
"9","보는 내내 눈이 즐거웠지만 영화를 보고 나온 뒤 찝찝하고 이내 씁쓸한 우울감이 든다. 토니 없는 마블이 너무 허전했고 그 존재감이 대단히 컸던 만큼 후계 캐릭터의 매력이 돋보이길 바란 것은 과한 욕심이었나 싶다. 토니가 다시 3000만큼 그립다.  ","우진(tpdl****)","2019.07.07 22:12"
"6","뭔가 스토리 뚝뚝 끊기는 느낌은 나만 받앗나... 너무 뜬끔없는 쿠키영상 등 영상에만 몰빵한 느낌이었달까..  ","rlat****","2019.07.06 14:20"
"5","나름대로 준수했던 홈커밍에 비해서 파프롬홈 MCU시리즈 중에서 가장 유치하고 뻔한 스토리. 반전같지도 않은 반전 넣어서 더 재미가 없어진 케이스  ","젤리아(eyes****)","2019.07.06 10:47"
"5","히어로 영화가 아니라 그냥 청춘 멜로 드라마에 스파이더 맨이 까메오로 나오는 듯한 영화  ","ddag****","2019.07.08 08:43"
"4","기대하고 봤는데 중후반 정도까지 너무 지루해서;; 나가고 싶을 정도였어요, ,, 끝부분은 그나마 볼만해요. 전체적으로 배우들에게 카리스마가 느껴지지 않아요  ","옥계청류(lma4****)","2019.07.07 11:58"
"6","그래픽과 초반 스토리는 좋았는데 후반부 급전개로 약간 실망...  ","Black(khh2****)","2019.07.07 03:17"
"10","개돼지들ㅋㅋㅋ 일제 불매는 얼어죽을ㅋㅋㅋ예매율 1위 보소  ","atf8****","2019.07.06 20:19"
"2","스토리 너무 유치해서 계속 졸았다 ㅠㅜ 미스테리오 환영 CG는 멋있었지만, 십대 영화인지 넘 유치해 ㅠㅜ  ","말괄삐삐(whit****)","2019.07.06 15:47"
"10","일본 불매운동할거면 어것도 보지마 ㅋㅋ  ","ss(dysc****)","2019.07.06 10:12"
"6","역대 스파이더맨영화중 가장 정신사납고 캐스팅미스에 내용도 허접했음.  ","또다른시작(allm****)","2019.07.07 01:22"
"1","난 별로 재미없는데..ㅎㅎ 비추  ","에디슨(edis****)","2019.07.07 21:12"
"1","난못해 아니야할수있어 해보자청소년 성장드라마 보는느낌최악의시리즈  ","큰밤이(inte****)","2019.07.07 15:48"
"1","노잼노잼노잼sibal노잼노잼노잼  ","EEnzik(piok****)","2019.07.07 15:34"
"7","존 왓츠 감독이 스파이더맨 장점을 살리기보단 개그와 cg, 스토리구성 모두 마블에 중점을 두면서 만드니 너무 아쉽습니다.건물을 이리저리 날아다니는 장면, 스파이더맨 만의 거미줄매력 등..많이 아쉬워요..톰홀랜드 팬인데 영화는 아쉬움만 가득하네요  ","돈돈이(ksgr****)","2019.07.04 14:02"
"5","역시 레알 스파이더맨은 토비맥과이어, 레알 MJ는 커스틴 던스트  ","참는다(oben****)","2019.07.04 12:38"
"8","영화는 볼만한데 mj 래쉬포드 닮아서 집중안됨 ㄹㅇ 개못생김  ","chance0214(nanc****)","2019.07.04 02:00"
"6","기대가 너무 컸는가 봅니다  ","holy****","2019.07.03 23:14"
"6","관람객이번건 솔직히 인정합시다. 진짜 재미없네요... 쿠키말곤 아무것도 없는 영화  ","키루스2세(cyru****)","2019.07.06 16:00"
"10","마블답게 신선함은 좋았지만 재미는 많이 아쉽다 도라에몽의 진구같은 스파이더맨.... 히어로 물 특유의 시원함보다는 답답함이 지루하게 느껴졌다  ","세종다이아몬드(sejo****)","2019.07.02 13:23"
"2","재미는 있었으나 아이어맨의 엄청난 흥행으로 모든 시리즈가 아이언맨 중심이다 보니 스파이더맨인지 아이언맨인지 모르겠음 1편에선 스파이더맨을 너무 찌질이로 만들어놨음  ","Paper(iohi****)","2019.07.02 15:50"
"6","스파이더보이와 드론의 대결제이크질렌할 반전이 생각보다 별로였음뭔가 거대한 우주악당을 기대했었는데...  ","몽브리(maxi****)","2019.07.08 10:30"
"6","마블시리즈중에서 스파이더맨을 가장 좋아했던 사람입장에서이번 에피소드 파프롬홈은 좀 별로였음...  ","시라노(sila****)","2019.07.08 09:17"
"7","마블팬인데 솔직히 약간 지루했  ","bkhth(choh****)","2019.07.06 17:16"
"10","재밌음 토비 맥과이어는 그만 좀 놓아줘라  ","정다훈(bass****)","2019.07.04 15:16"
"9","공상영화는 잘안보는디 스파이더맨은계속보게되네 재미있네요 울산상석  ","간지(sss7****)","2019.07.04 11:43"
"7","믿고보는 마블영화라서 평타이상은 쳤는데, 너무 영화가 가벼운  느낌... 주제에서 좀 벗어나있는 느낌을 받았고 이전 스파이더맨 같은 느낌은 없었다...조금 더 영화에 주제와 맞아 떨어졌으면 어떨가하는 영화...  ","김준호(kjh_****)","2019.07.04 00:42"
